type,nameOrig,nameDest,amount,isFraud
CASH_IN,C0000109,M0000109,143.68066706742732,0
CASH_OUT,C0000110,M0000110,7850.733065312442,0
CASH_IN,C0000111,M0000111,7051.219286428707,0
TRANSFER,C0000112,M0000112,6965.611106235791,0
CASH_OUT,C0000113,M0000113,1259.2535534503536,0
TRANSFER,C0000114,M0000114,4962.06979754424,0
TRANSFER,C0000115,M0000115,1778.160553544045,0
CASH_OUT,C0000116,M0000116,4511.387014493855,0
PAYMENT,C0000117,M0000117,2188.842658362702,0
PAYMENT,C0000118,M0000118,2833.419903140462,0
PAYMENT,C0000119,M0000119,7682.162101858346,0
PAYMENT,C0000120,M0000120,4731.8968946919385,0
CASH_IN,C0000121,M0000121,100.1241520854701,0
DEBIT,C0000122,M0000122,7773.314777116739,0
CASH_IN,C0000123,M0000123,4019.9694322712667,0
TRANSFER,C0000124,M0000124,573.263658806562,0
DEBIT,C0000125,M0000125,9544.671228928059,0
PAYMENT,C0000126,M0000126,3497.6759688562165,0
CASH_OUT,C0000127,M0000127,2809.7112431310766,0
DEBIT,C0000128,M0000128,2023.4012056770646,0
DEBIT,C0000129,M0000129,9711.981395732155,0
DEBIT,C0000130,M0000130,3893.211287405698,0
CASH_OUT,C0000131,M0000131,3449.7641861418538,0
CASH_IN,C0000132,M0000132,4603.037440166085,0
CASH_OUT,C0000133,M0000133,729.6145254072939,0
CASH_OUT,C0000134,M0000134,4933.740247764792,0
DEBIT,C0000135,M0000135,6349.634266480908,0
PAYMENT,C0000136,M0000136,3442.330126161256,0
DEBIT,C0000137,M0000137,9782.510795941229,0
CASH_OUT,C0000138,M0000138,887.8610715990166,0
TRANSFER,C0000139,M0000139,9942.947388120274,0
CASH_IN,C0000140,M0000140,1668.2948466421055,0
CASH_OUT,C0000141,M0000141,8399.536434198453,0
CASH_OUT,C0000142,M0000142,6959.484306962463,0
CASH_IN,C0000143,M0000143,5495.966715458739,0
DEBIT,C0000144,M0000144,3460.0256699259744,0
TRANSFER,C0000145,M0000145,1126.7650790992789,0
PAYMENT,C0000146,M0000146,6529.659460281272,0
DEBIT,C0000147,M0000147,9884.656971098682,0
CASH_IN,C0000148,M0000148,5534.255280957186,0
TRANSFER,C0000149,M0000149,1526.862367261499,0
CASH_IN,C0000150,M0000150,4135.9660461963485,0
CASH_IN,C0000151,M0000151,2912.704500290535,0
DEBIT,C0000152,M0000152,5549.4016033083135,0
TRANSFER,C0000153,M0000153,5362.857128858256,0
CASH_OUT,C0000154,M0000154,3516.0526005046167,0
TRANSFER,C0000155,M0000155,7517.403051264282,0
PAYMENT,C0000156,M0000156,1921.9284180634365,0
TRANSFER,C0000157,M0000157,3389.677635496351,0
CASH_IN,C0000158,M0000158,3699.252577004878,0
PAYMENT,C0000159,M0000159,5331.119250702198,0
TRANSFER,C0000160,M0000160,2177.5925445706857,0
PAYMENT,C0000161,M0000161,8277.822480771008,0
CASH_OUT,C0000162,M0000162,2031.165258417439,0
PAYMENT,C0000163,M0000163,9828.309460836439,0
CASH_IN,C0000164,M0000164,6060.562170454327,0
PAYMENT,C0000165,M0000165,9188.63943689981,0
PAYMENT,C0000166,M0000166,730.2817701443421,0
CASH_OUT,C0000167,M0000167,8414.542832275158,0
CASH_IN,C0000168,M0000168,9013.585546941722,0
DEBIT,C0000169,M0000169,4299.5904893843635,0
CASH_OUT,C0000170,M0000170,8050.468613115375,0
PAYMENT,C0000171,M0000171,1261.737874120299,0
TRANSFER,C0000172,M0000172,6628.747248992155,0
TRANSFER,C0000173,M0000173,4327.328624977748,0
TRANSFER,C0000174,M0000174,3959.952067221266,0
TRANSFER,C0000175,M0000175,3709.1626902469043,0
CASH_IN,C0000176,M0000176,533.4163227590383,0
DEBIT,C0000177,M0000177,5839.887118743016,0
PAYMENT,C0000178,M0000178,452.43585276715015,0
DEBIT,C0000179,M0000179,815.9685715757325,0
DEBIT,C0000180,M0000180,5012.394885673454,0
DEBIT,C0000181,M0000181,4831.6653673050605,0
DEBIT,C0000182,M0000182,3229.8767150249996,0
CASH_OUT,C0000183,M0000183,7827.192612400831,0
PAYMENT,C0000184,M0000184,5567.744334823265,0
PAYMENT,C0000185,M0000185,6730.9103473869,0
PAYMENT,C0000186,M0000186,9121.758703445017,0
TRANSFER,C0000187,M0000187,7316.364059471894,0
PAYMENT,C0000188,M0000188,1622.6377953477356,0
PAYMENT,C0000189,M0000189,6047.792575504632,0
DEBIT,C0000190,M0000190,8641.56001491358,0
DEBIT,C0000191,M0000191,9081.763756996532,0
TRANSFER,C0000192,M0000192,7964.32975228522,0
PAYMENT,C0000193,M0000193,3491.907805984983,0
DEBIT,C0000194,M0000194,1669.1509105214286,0
CASH_OUT,C0000195,M0000195,4792.689242764472,0
TRANSFER,C0000196,M0000196,9077.987679190159,0
DEBIT,C0000197,M0000197,4271.138297944816,0
DEBIT,C0000198,M0000198,4966.070729906109,0
DEBIT,C0000199,M0000199,1827.3620071418384,0
CASH_IN,C0000200,M0000200,8815.789358929564,0
CASH_OUT,C0000201,M0000201,7521.444846713346,0
CASH_OUT,C0000202,M0000202,3916.7667111512183,0
DEBIT,C0000203,M0000203,523.414912695791,0
CASH_OUT,C0000204,M0000204,3414.676043531174,0
CASH_IN,C0000205,M0000205,4330.169740420233,0
CASH_OUT,C0000206,M0000206,5248.768625130362,0
PAYMENT,C0000207,M0000207,2167.1589104855616,0
DEBIT,C0000208,M0000208,1952.239277515555,0
PAYMENT,C0000209,M0000209,5952.567069535635,0
CASH_OUT,C0000210,M0000210,6244.183237754217,0
TRANSFER,C0000211,M0000211,8562.421047777994,0
CASH_OUT,C0000212,M0000212,1118.86139156274,0
DEBIT,C0000213,M0000213,5644.6435637994955,0
DEBIT,C0000214,M0000214,7121.936177150053,0
TRANSFER,C0000215,M0000215,8684.014335066795,0
PAYMENT,C0000216,M0000216,1070.171266793114,0
PAYMENT,C0000217,M0000217,1345.1989072748427,0
DEBIT,C0000218,M0000218,8124.925544907512,0
CASH_OUT,C0000219,M0000219,3589.7280614183815,0
PAYMENT,C0000220,M0000220,4478.328011946378,0
PAYMENT,C0000221,M0000221,4424.984281978372,0
CASH_OUT,C0000222,M0000222,1573.6151966979216,0
TRANSFER,C0000223,M0000223,3030.0278914137734,0
TRANSFER,C0000224,M0000224,8598.074990348097,0
CASH_OUT,C0000225,M0000225,454.08320031682047,0
DEBIT,C0000226,M0000226,1503.0387682785617,0
CASH_IN,C0000227,M0000227,5090.0282430808675,0
PAYMENT,C0000228,M0000228,5078.3786892919015,0
CASH_OUT,C0000229,M0000229,3388.381579348694,0
DEBIT,C0000230,M0000230,6930.0627314288295,0
TRANSFER,C0000231,M0000231,7580.316480300497,0
TRANSFER,C0000232,M0000232,8270.89655755786,0
CASH_OUT,C0000233,M0000233,4291.118429714406,0
DEBIT,C0000234,M0000234,4611.0038865031165,0
CASH_OUT,C0000235,M0000235,5965.735232523859,0
PAYMENT,C0000236,M0000236,734.7695013156441,0
CASH_IN,C0000237,M0000237,4448.699905456421,0
CASH_IN,C0000238,M0000238,7676.4018937212195,0
DEBIT,C0000239,M0000239,2555.549565342753,0
CASH_OUT,C0000240,M0000240,6441.637652191412,0
DEBIT,C0000241,M0000241,7509.4193654687615,0
TRANSFER,C0000242,M0000242,1696.5351245409388,0
CASH_IN,C0000243,M0000243,5353.182880255095,0
TRANSFER,C0000244,M0000244,1536.1064010193447,0
CASH_OUT,C0000245,M0000245,4151.2998486095585,0
CASH_IN,C0000246,M0000246,6126.135205203106,0
TRANSFER,C0000247,M0000247,5443.109975723376,0
TRANSFER,C0000248,M0000248,6461.025846195703,0
PAYMENT,C0000249,M0000249,9980.61264873996,0
TRANSFER,C0000250,M0000250,1339.4983957441586,0
CASH_OUT,C0000251,M0000251,1131.983032424796,0
CASH_OUT,C0000252,M0000252,4198.607598520472,0
CASH_IN,C0000253,M0000253,2642.9434840548815,0
DEBIT,C0000254,M0000254,3520.5243439624624,0
PAYMENT,C0000255,M0000255,4744.990155275148,0
PAYMENT,C0000256,M0000256,928.9336469433806,0
CASH_IN,C0000257,M0000257,3363.0368515486275,0
DEBIT,C0000258,M0000258,9159.319873778262,0
PAYMENT,C0000259,M0000259,3595.941082832459,0
DEBIT,C0000260,M0000260,5539.748728400228,0
CASH_IN,C0000261,M0000261,243.25130761572387,0
DEBIT,C0000262,M0000262,3369.181822693961,0
CASH_OUT,C0000263,M0000263,2701.177145743656,0
CASH_IN,C0000264,M0000264,3658.103783670296,0
DEBIT,C0000265,M0000265,6996.494641262841,0
PAYMENT,C0000266,M0000266,8351.421209618704,0
PAYMENT,C0000267,M0000267,1447.0565478932117,0
TRANSFER,C0000268,M0000268,6368.99960630214,0
CASH_OUT,C0000269,M0000269,9400.314410509642,0
CASH_OUT,C0000270,M0000270,8658.707036104812,0
CASH_IN,C0000271,M0000271,1714.5705418412772,0
TRANSFER,C0000272,M0000272,8569.960568539338,0
DEBIT,C0000273,M0000273,4571.852348847327,0
PAYMENT,C0000274,M0000274,6983.4461443891205,0
DEBIT,C0000275,M0000275,2005.7350207736667,0
DEBIT,C0000276,M0000276,7867.116215661789,0
TRANSFER,C0000277,M0000277,895.4605875295296,0
CASH_IN,C0000278,M0000278,7117.107401683951,0
CASH_IN,C0000279,M0000279,9864.648392045665,0
DEBIT,C0000280,M0000280,5139.01502513289,0
TRANSFER,C0000281,M0000281,1465.7779251791426,0
CASH_IN,C0000282,M0000282,3277.8887904949192,0
TRANSFER,C0000283,M0000283,7534.280610547114,0
CASH_OUT,C0000284,M0000284,1466.8944413842344,0
TRANSFER,C0000285,M0000285,7211.464084317882,0
CASH_IN,C0000286,M0000286,8922.455873722713,0
PAYMENT,C0000287,M0000287,476.08799813430136,0
DEBIT,C0000288,M0000288,8091.84750757161,0
TRANSFER,C0000289,M0000289,7856.91684470289,0
PAYMENT,C0000290,M0000290,9278.157409171461,0
PAYMENT,C0000291,M0000291,4376.640119744369,0
CASH_OUT,C0000292,M0000292,5053.4638499051425,0
DEBIT,C0000293,M0000293,2296.1788726678947,0
DEBIT,C0000294,M0000294,9544.15280903595,0
DEBIT,C0000295,M0000295,2997.694370045598,0
PAYMENT,C0000296,M0000296,9787.99487299344,0
CASH_OUT,C0000297,M0000297,4608.518280990314,0
CASH_OUT,C0000298,M0000298,8691.039466921262,0
TRANSFER,C0000299,M0000299,7729.042172101197,0
DEBIT,C0000300,M0000300,5539.349047331045,0
CASH_IN,C0000301,M0000301,7805.362208355281,0
CASH_OUT,C0000302,M0000302,4885.989725142309,0
TRANSFER,C0000303,M0000303,6363.519818709512,0
TRANSFER,C0000304,M0000304,1200.301690399589,0
DEBIT,C0000305,M0000305,7087.883476817137,0
TRANSFER,C0000306,M0000306,8895.529342105965,0
DEBIT,C0000307,M0000307,3900.1014781588615,0
CASH_OUT,C0000308,M0000308,6060.73152668081,0
CASH_OUT,C0000309,M0000309,9234.758556461376,0
CASH_IN,C0000310,M0000310,4335.401912214488,0
PAYMENT,C0000311,M0000311,9518.717592170364,0
TRANSFER,C0000312,M0000312,2580.448743494983,0
CASH_IN,C0000313,M0000313,1564.5074122494707,0
CASH_OUT,C0000314,M0000314,8690.802542308516,0
PAYMENT,C0000315,M0000315,7551.919093616075,0
CASH_OUT,C0000316,M0000316,2479.618508985008,0
PAYMENT,C0000317,M0000317,8231.466504495562,0
PAYMENT,C0000318,M0000318,5433.225762752918,0
TRANSFER,C0000319,M0000319,3251.4494846230955,0
TRANSFER,C0000320,M0000320,4509.369961163754,0
CASH_IN,C0000321,M0000321,8609.863687179764,0
CASH_OUT,C0000322,M0000322,3210.4168654897503,0
CASH_IN,C0000323,M0000323,5083.633784281324,0
DEBIT,C0000324,M0000324,8772.983348685231,0
DEBIT,C0000325,M0000325,6118.684148588207,0
CASH_IN,C0000326,M0000326,6025.335517618136,0
DEBIT,C0000327,M0000327,6864.547352843469,0
PAYMENT,C0000328,M0000328,5125.050393459252,0
PAYMENT,C0000329,M0000329,2150.4739123157233,0
CASH_OUT,C0000330,M0000330,7190.254222438031,0
CASH_IN,C0000331,M0000331,9761.333878067762,0
PAYMENT,C0000332,M0000332,125.45295203359674,0
PAYMENT,C0000333,M0000333,4001.3887041469034,0
CASH_OUT,C0000334,M0000334,8810.013606481822,0
CASH_IN,C0000335,M0000335,9294.773790459021,0
PAYMENT,C0000336,M0000336,96.34181644367246,0
CASH_OUT,C0000337,M0000337,2158.9298603008656,0
CASH_OUT,C0000338,M0000338,5020.389998421656,0
PAYMENT,C0000339,M0000339,6846.910354687477,0
CASH_OUT,C0000340,M0000340,5832.196170866913,0
TRANSFER,C0000341,M0000341,7756.519660241579,0
CASH_IN,C0000342,M0000342,5947.354382325732,0
CASH_IN,C0000343,M0000343,6740.905794558915,0
DEBIT,C0000344,M0000344,4600.058456856524,0
CASH_OUT,C0000345,M0000345,9800.579226738557,1
CASH_IN,C0000346,M0000346,4343.226458268245,0
TRANSFER,C0000347,M0000347,3597.232622651022,0
DEBIT,C0000348,M0000348,5351.964242117765,0
CASH_OUT,C0000349,M0000349,4343.151897111431,0
CASH_IN,C0000350,M0000350,1245.1627057792925,0
CASH_OUT,C0000351,M0000351,3646.045483899303,0
PAYMENT,C0000352,M0000352,6948.41875318013,0
DEBIT,C0000353,M0000353,9559.407067877466,0
CASH_OUT,C0000354,M0000354,525.9877433155225,0
CASH_OUT,C0000355,M0000355,6391.407315358238,0
CASH_IN,C0000356,M0000356,7047.953010291722,0
PAYMENT,C0000357,M0000357,7846.577975323805,0
DEBIT,C0000358,M0000358,9419.535374139128,0
DEBIT,C0000359,M0000359,134.09577191352605,0
PAYMENT,C0000360,M0000360,2475.336701492502,0
DEBIT,C0000361,M0000361,3451.006108535647,0
DEBIT,C0000362,M0000362,1326.8274884856012,0
TRANSFER,C0000363,M0000363,830.7596171415665,0
CASH_IN,C0000364,M0000364,5838.574788164891,0
TRANSFER,C0000365,M0000365,1119.449909279261,0
CASH_OUT,C0000366,M0000366,654.893031534013,0
PAYMENT,C0000367,M0000367,8190.422712694876,0
PAYMENT,C0000368,M0000368,956.0636713643233,0
TRANSFER,C0000369,M0000369,8953.135589427899,0
PAYMENT,C0000370,M0000370,9638.932559058994,0
DEBIT,C0000371,M0000371,2747.8217626585742,0
DEBIT,C0000372,M0000372,1398.6576581460054,0
CASH_IN,C0000373,M0000373,4818.502413659406,0
TRANSFER,C0000374,M0000374,1426.6810049402245,0
CASH_OUT,C0000375,M0000375,8658.699124976143,0
DEBIT,C0000376,M0000376,3034.729090368533,0
CASH_OUT,C0000377,M0000377,5336.137031546078,0
CASH_IN,C0000378,M0000378,8708.781702324804,0
CASH_OUT,C0000379,M0000379,2479.962768416377,0
TRANSFER,C0000380,M0000380,2406.151673434658,0
PAYMENT,C0000381,M0000381,3967.635604937675,0
PAYMENT,C0000382,M0000382,7265.319463876941,0
PAYMENT,C0000383,M0000383,3761.62433388744,0
TRANSFER,C0000384,M0000384,4176.149801728983,0
TRANSFER,C0000385,M0000385,7522.801937264926,0
DEBIT,C0000386,M0000386,3332.96464494901,0
TRANSFER,C0000387,M0000387,1403.0862895488071,0
TRANSFER,C0000388,M0000388,5036.981768063442,0
CASH_OUT,C0000389,M0000389,4735.1704699698785,0
DEBIT,C0000390,M0000390,8101.7473386231095,0
CASH_OUT,C0000391,M0000391,9577.140461308547,0
TRANSFER,C0000392,M0000392,1513.252861005623,0
PAYMENT,C0000393,M0000393,6403.430886257773,0
DEBIT,C0000394,M0000394,1006.0559679320869,0
TRANSFER,C0000395,M0000395,7615.120114869389,0
TRANSFER,C0000396,M0000396,1966.6886426967956,0
CASH_IN,C0000397,M0000397,4537.600843014229,0
CASH_IN,C0000398,M0000398,6260.41286323863,0
CASH_OUT,C0000399,M0000399,7568.49322475587,0
DEBIT,C0000400,M0000400,2585.4357281353823,0
CASH_IN,C0000401,M0000401,1322.6078930751762,0
PAYMENT,C0000402,M0000402,1344.3466597475995,0
PAYMENT,C0000403,M0000403,2644.46064365184,0
CASH_IN,C0000404,M0000404,5592.944520109445,0
PAYMENT,C0000405,M0000405,260.57451067898694,0
DEBIT,C0000406,M0000406,4920.352334407645,0
CASH_IN,C0000407,M0000407,909.8703054645463,0
CASH_IN,C0000408,M0000408,2333.829217572354,0
CASH_OUT,C0000409,M0000409,6210.946121355429,0
PAYMENT,C0000410,M0000410,2937.2643919243146,0
CASH_OUT,C0000411,M0000411,1708.884606574621,0
CASH_OUT,C0000412,M0000412,1775.1937984669107,0
DEBIT,C0000413,M0000413,1856.1251872864536,0
CASH_IN,C0000414,M0000414,5368.846214091551,0
CASH_OUT,C0000415,M0000415,5010.383659782489,0
TRANSFER,C0000416,M0000416,8646.41598962138,0
DEBIT,C0000417,M0000417,1261.0199618424167,0
PAYMENT,C0000418,M0000418,9712.552417240453,0
TRANSFER,C0000419,M0000419,8600.233704852688,0
CASH_OUT,C0000420,M0000420,1409.6464055952306,0
PAYMENT,C0000421,M0000421,5212.848824559224,0
TRANSFER,C0000422,M0000422,5139.61744050092,0
CASH_IN,C0000423,M0000423,6463.868717561882,0
PAYMENT,C0000424,M0000424,6690.418723782707,0
PAYMENT,C0000425,M0000425,2630.4970366190296,0
PAYMENT,C0000426,M0000426,8704.383544281734,0
TRANSFER,C0000427,M0000427,1969.4708034857101,0
CASH_OUT,C0000428,M0000428,3462.85282467778,0
CASH_OUT,C0000429,M0000429,6883.993827726069,0
PAYMENT,C0000430,M0000430,5501.147534330955,0
TRANSFER,C0000431,M0000431,3592.353624629685,0
DEBIT,C0000432,M0000432,4230.534004387318,0
CASH_OUT,C0000433,M0000433,7626.056470746261,0
PAYMENT,C0000434,M0000434,4419.639730914373,0
DEBIT,C0000435,M0000435,7740.212854921673,0
CASH_OUT,C0000436,M0000436,4660.270697988573,0
TRANSFER,C0000437,M0000437,6321.475190916936,0
TRANSFER,C0000438,M0000438,9272.362606524806,0
PAYMENT,C0000439,M0000439,6706.359893485553,0
TRANSFER,C0000440,M0000440,7995.003171901396,0
CASH_OUT,C0000441,M0000441,1805.697025341676,0
CASH_IN,C0000442,M0000442,9717.15164461104,0
CASH_IN,C0000443,M0000443,6478.44226788709,0
CASH_OUT,C0000444,M0000444,9754.853836183209,0
CASH_OUT,C0000445,M0000445,3928.922608078703,0
CASH_OUT,C0000446,M0000446,8338.087825481778,0
CASH_IN,C0000447,M0000447,1581.5319094825054,0
CASH_IN,C0000448,M0000448,2511.842687080045,0
PAYMENT,C0000449,M0000449,6381.602997090813,0
PAYMENT,C0000450,M0000450,7039.116582966734,0
CASH_IN,C0000451,M0000451,1034.447897177183,0
CASH_OUT,C0000452,M0000452,5151.263925441021,0
CASH_OUT,C0000453,M0000453,6429.682913900797,0
DEBIT,C0000454,M0000454,4108.179977208283,0
DEBIT,C0000455,M0000455,9740.743175377951,0
DEBIT,C0000456,M0000456,7042.110729708526,0
CASH_OUT,C0000457,M0000457,7292.359123881583,0
TRANSFER,C0000458,M0000458,7392.187290700655,0
DEBIT,C0000459,M0000459,2580.232439236748,0
CASH_IN,C0000460,M0000460,8621.723311613583,0
DEBIT,C0000461,M0000461,843.6532459092961,0
CASH_OUT,C0000462,M0000462,3760.80158876709,0
CASH_IN,C0000463,M0000463,3581.625057297112,0
CASH_IN,C0000464,M0000464,8035.503054249085,0
DEBIT,C0000465,M0000465,9477.166492478129,0
CASH_OUT,C0000466,M0000466,7701.578447463427,0
PAYMENT,C0000467,M0000467,9486.58673126253,0
TRANSFER,C0000468,M0000468,3673.1952986647475,0
DEBIT,C0000469,M0000469,6036.705975114756,0
DEBIT,C0000470,M0000470,2103.1992441147527,0
PAYMENT,C0000471,M0000471,1013.8652713090169,0
DEBIT,C0000472,M0000472,9136.255283228345,0
DEBIT,C0000473,M0000473,3208.7830410289444,0
CASH_OUT,C0000474,M0000474,9518.958608248811,0
CASH_IN,C0000475,M0000475,2045.1099981165999,0
CASH_OUT,C0000476,M0000476,973.7208954812526,0
CASH_OUT,C0000477,M0000477,7009.859757653152,0
TRANSFER,C0000478,M0000478,7203.620568637729,0
PAYMENT,C0000479,M0000479,931.7216376590598,0
CASH_IN,C0000480,M0000480,1287.8149576497444,0
TRANSFER,C0000481,M0000481,5115.6126985457595,0
CASH_OUT,C0000482,M0000482,8128.263159120687,0
DEBIT,C0000483,M0000483,1438.0877354634613,0
CASH_OUT,C0000484,M0000484,2919.7746309584318,0
CASH_IN,C0000485,M0000485,1965.9135997347198,0
CASH_IN,C0000486,M0000486,4137.375044683928,0
CASH_IN,C0000487,M0000487,6994.714804017973,0
DEBIT,C0000488,M0000488,3385.0177733345777,0
CASH_IN,C0000489,M0000489,5536.578316044476,0
TRANSFER,C0000490,M0000490,1689.5098955291032,0
PAYMENT,C0000491,M0000491,8004.283768489302,0
CASH_OUT,C0000492,M0000492,9380.354310982722,0
CASH_OUT,C0000493,M0000493,5558.919806884605,0
DEBIT,C0000494,M0000494,3881.365633705758,0
CASH_OUT,C0000495,M0000495,8004.579510818323,0
CASH_IN,C0000496,M0000496,2648.4929932177924,0
PAYMENT,C0000497,M0000497,3698.8613957694984,0
DEBIT,C0000498,M0000498,7837.827085672815,0
CASH_OUT,C0000499,M0000499,2278.567757330375,0
CASH_OUT,C0000500,M0000500,8239.722508668656,0
TRANSFER,C0000501,M0000501,7976.977462043115,0
CASH_OUT,C0000502,M0000502,8161.761591857397,0
DEBIT,C0000503,M0000503,5126.393114683198,0
DEBIT,C0000504,M0000504,4568.045222663736,0
DEBIT,C0000505,M0000505,5314.686900675168,0
CASH_OUT,C0000506,M0000506,5333.529481730309,0
CASH_IN,C0000507,M0000507,795.3071751007978,0
DEBIT,C0000508,M0000508,3111.8251964330925,0
DEBIT,C0000509,M0000509,8041.422870329089,0
TRANSFER,C0000510,M0000510,884.8883948448882,0
PAYMENT,C0000511,M0000511,647.7411006520161,0
